[INFO 20230613 00:06:17] using dataSet diabetes.csv
[INFO 20230613 00:06:17] function main() start
[INFO 20230613 00:06:17] function originModelJob() start
[INFO 20230613 00:06:17] function origin_LogisticRegression__performanceMetrics() start
[INFO 20230613 00:06:17] function origin_LogisticRegression__performanceMetrics() end
[INFO 20230613 00:06:17] cost 0.018966197967529297 s
[INFO 20230613 00:06:17] function origin_SVC__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_SVC__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.06399846076965332 s
[INFO 20230613 00:06:18] function origin_DecisionTreeClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_DecisionTreeClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.012998819351196289 s
[INFO 20230613 00:06:18] function origin_RandomForestClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_RandomForestClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.3308577537536621 s
[INFO 20230613 00:06:18] function origin_KNeighborsClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_KNeighborsClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.036010026931762695 s
[INFO 20230613 00:06:18] function origin_LogisticRegression__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_LogisticRegression__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.013997793197631836 s
[INFO 20230613 00:06:18] function origin_SVC__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_SVC__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.05303049087524414 s
[INFO 20230613 00:06:18] function origin_DecisionTreeClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_DecisionTreeClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.010996341705322266 s
[INFO 20230613 00:06:18] function origin_RandomForestClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_RandomForestClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.3169858455657959 s
[INFO 20230613 00:06:18] function origin_KNeighborsClassifier__performanceMetrics() start
[INFO 20230613 00:06:18] function origin_KNeighborsClassifier__performanceMetrics() end
[INFO 20230613 00:06:18] cost 0.021997451782226562 s
[INFO 20230613 00:06:18] function originModelJob() end
[INFO 20230613 00:06:18] cost 0.9028785228729248 s
[INFO 20230613 00:06:18] function optimizedModelsJob() start
[INFO 20230613 00:06:18] function randomForestFeatureRank() start
[INFO 20230613 00:06:20] featureRank.png ok！
[INFO 20230613 00:06:20] function randomForestFeatureRank() end
[INFO 20230613 00:06:20] cost 1.993241548538208 s
[INFO 20230613 00:06:20] function LogisticRegression_gridSearch() start
[INFO 20230613 00:06:27] function LogisticRegression_gridSearch() end
[INFO 20230613 00:06:27] cost 6.256998777389526 s
[INFO 20230613 00:06:27] function SVC_gridSearch() start
[INFO 20230613 00:06:29] function SVC_gridSearch() end
[INFO 20230613 00:06:29] cost 2.7189979553222656 s
[INFO 20230613 00:06:29] function DecisionTreeClassifier_gridSearch() start
[INFO 20230613 00:06:32] function DecisionTreeClassifier_gridSearch() end
[INFO 20230613 00:06:32] cost 2.555999994277954 s
[INFO 20230613 00:06:32] function RandomForestClassifier_gridSearch() start
[INFO 20230613 00:11:34] function RandomForestClassifier_gridSearch() end
[INFO 20230613 00:11:34] cost 302.54822301864624 s
[INFO 20230613 00:11:34] function KNeighborsClassifier_gridSearch() start
[INFO 20230613 00:11:35] function KNeighborsClassifier_gridSearch() end
[INFO 20230613 00:11:35] cost 0.2689950466156006 s
[INFO 20230613 00:11:35] function optimized_LogisticRegression__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_LogisticRegression__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.01399850845336914 s
[INFO 20230613 00:11:35] function optimized_SVC__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_SVC__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.07999944686889648 s
[INFO 20230613 00:11:35] function optimized_DecisionTreeClassifier__performanceMetrics() start
[INFO 20230613 00:11:35] function optimized_DecisionTreeClassifier__performanceMetrics() end
[INFO 20230613 00:11:35] cost 0.010996818542480469 s
